5.03763,4.48973,8.47567,10.422,5247
4.31571,5.18685,6.62832,11.2125,3815
4.38354,4.49111,8.45714,10.9766,3200
4.98649,4.40508,6.60975,10.5023,5440
5.61249,5.10494,6.59015,11.6671,3280
5.52466,4.4703,7.51273,11.6493,4399
4.92359,5.15803,7.3849,11.6807,2920
4.37659,3.87566,8.44304,10.3588,4743
5.60577,4.46418,8.49147,11.1157,3128
5.65882,4.51302,7.50258,10.3768,2744
4.36221,4.33848,6.48612,11.0103,3744
4.32055,3.92659,8.4236,11.5839,3256
4.99337,3.94546,8.19172,11.6954,4959
4.36592,4.45007,7.55145,10.3515,2432
5.66177,5.09399,8.36816,11.6383,6543
5.60648,3.8917,6.52643,10.4362,7199
4.49621,4.46604,7.50336,11.5565,3696
5.69679,5.06682,6.59113,10.4468,5664
4.45992,4.87473,6.51305,11.7528,4847
4.41392,5.12977,8.48402,10.4174,2999
4.99845,3.95883,6.55927,11.4747,4623
5.60992,5.11847,8.50588,10.4462,2704
4.30346,5.02599,6.66369,10.3638,4551
5.64929,3.90419,8.40917,10.4027,4592
4.29499,5.07935,8.35654,11.6329,5304
5.48401,3.89718,7.4034,10.9825,3984
4.98015,3.84063,8.50911,10.9466,2623
5.68677,3.85537,8.36419,11.5735,3503
4.46868,5.11568,7.66633,10.9182,4192
5.06606,5.05962,6.51387,11.1592,3912
5.65502,3.82781,6.70217,11.6325,2496
5.061,5.1195,7.69714,10.331,4735
4.43441,3.83658,7.49267,10.9777,4832
4.42309,3.83634,6.57006,10.3895,4072
5.56881,5.11095,7.55277,11.0073,4096
4.33,3.8565,6.70265,11.6519,3367
4.9689,5.01392,8.52378,11.422,3071
5.65733,4.45984,6.488,11.1905,6079
5.0583,3.85415,7.48787,10.3184,4543
4.98027,5.17019,6.54271,10.3691,4000
5.03763,4.48973,8.47567,10.422,4791
4.31571,5.18685,6.62832,11.2125,4423
4.38354,4.49111,8.45714,10.9766,4079
4.98649,4.40508,6.60975,10.5023,4247
5.61249,5.10494,6.59015,11.6671,3224
5.52466,4.4703,7.51273,11.6493,3799
4.92359,5.15803,7.3849,11.6807,3712
4.37659,3.87566,8.44304,10.3588,5823
5.60577,4.46418,8.49147,11.1157,3647
5.65882,4.51302,7.50258,10.3768,2337
4.36221,4.33848,6.48612,11.0103,2184
4.32055,3.92659,8.4236,11.5839,4511
4.99337,3.94546,8.19172,11.6954,3879
4.36592,4.45007,7.55145,10.3515,4037
5.66177,5.09399,8.36816,11.6383,4392
5.60648,3.8917,6.52643,10.4362,2960
4.49621,4.46604,7.50336,11.5565,4224
5.69679,5.06682,6.59113,10.4468,3855
4.45992,4.87473,6.51305,11.7528,3320
4.41392,5.12977,8.48402,10.4174,5408
4.99845,3.95883,6.55927,11.4747,4205
5.60992,5.11847,8.50588,10.4462,2335
4.30346,5.02599,6.66369,10.3638,3680
5.64929,3.90419,8.40917,10.4027,5254
4.29499,5.07935,8.35654,11.6329,3895
5.48401,3.89718,7.4034,10.9825,4950
4.98015,3.84063,8.50911,10.9466,5368
5.68677,3.85537,8.36419,11.5735,3223
4.46868,5.11568,7.66633,10.9182,3144
5.06606,5.05962,6.51387,11.1592,4591
5.65502,3.82781,6.70217,11.6325,2255
5.061,5.1195,7.69714,10.331,4495
4.43441,3.83658,7.49267,10.9777,3839
4.42309,3.83634,6.57006,10.3895,4868
5.56881,5.11095,7.55277,11.0073,4287
4.33,3.8565,6.70265,11.6519,5239
4.9689,5.01392,8.52378,11.422,3023
5.65733,4.45984,6.488,11.1905,5984
5.0583,3.85415,7.48787,10.3184,5072
4.98027,5.17019,6.54271,10.3691,3176
5.03763,4.48973,8.47567,10.422,5165
4.31571,5.18685,6.62832,11.2125,3633
4.38354,4.49111,8.45714,10.9766,3330
4.98649,4.40508,6.60975,10.5023,5373
5.61249,5.10494,6.59015,11.6671,3489
5.52466,4.4703,7.51273,11.6493,4266
4.92359,5.15803,7.3849,11.6807,3138
4.37659,3.87566,8.44304,10.3588,4652
5.60577,4.46418,8.49147,11.1157,3242
5.65882,4.51302,7.50258,10.3768,3154
4.36221,4.33848,6.48612,11.0103,3507
4.32055,3.92659,8.4236,11.5839,3202
4.99337,3.94546,8.19172,11.6954,4933
4.36592,4.45007,7.55145,10.3515,2959
5.66177,5.09399,8.36816,11.6383,6343
5.60648,3.8917,6.52643,10.4362,7492
4.49621,4.46604,7.50336,11.5565,3666
5.69679,5.06682,6.59113,10.4468,5399
4.45992,4.87473,6.51305,11.7528,4755
4.41392,5.12977,8.48402,10.4174,3242
4.99845,3.95883,6.55927,11.4747,5325
5.60992,5.11847,8.50588,10.4462,3097
4.30346,5.02599,6.66369,10.3638,4477
5.64929,3.90419,8.40917,10.4027,4810
4.29499,5.07935,8.35654,11.6329,5116
5.48401,3.89718,7.4034,10.9825,3811
4.98015,3.84063,8.50911,10.9466,2817
5.68677,3.85537,8.36419,11.5735,3553
4.46868,5.11568,7.66633,10.9182,4532
5.06606,5.05962,6.51387,11.1592,3989
5.65502,3.82781,6.70217,11.6325,2721
5.061,5.1195,7.69714,10.331,4789
4.43441,3.83658,7.49267,10.9777,4829
4.42309,3.83634,6.57006,10.3895,4237
5.56881,5.11095,7.55277,11.0073,3972
4.33,3.8565,6.70265,11.6519,3538
4.9689,5.01392,8.52378,11.422,3234
5.65733,4.45984,6.488,11.1905,6085
5.0583,3.85415,7.48787,10.3184,4476
4.98027,5.17019,6.54271,10.3691,4130
5.03763,4.48973,8.47567,10.422,5093
4.31571,5.18685,6.62832,11.2125,5151
4.38354,4.49111,8.45714,10.9766,4806
4.98649,4.40508,6.60975,10.5023,4421
5.61249,5.10494,6.59015,11.6671,3170
5.52466,4.4703,7.51273,11.6493,3539
4.92359,5.15803,7.3849,11.6807,3211
4.37659,3.87566,8.44304,10.3588,5687
5.60577,4.46418,8.49147,11.1157,4004
5.65882,4.51302,7.50258,10.3768,2337
4.36221,4.33848,6.48612,11.0103,2506
4.32055,3.92659,8.4236,11.5839,4403
4.99337,3.94546,8.19172,11.6954,4180
4.36592,4.45007,7.55145,10.3515,4100
5.66177,5.09399,8.36816,11.6383,5119
5.60648,3.8917,6.52643,10.4362,2514
4.49621,4.46604,7.50336,11.5565,4382
5.69679,5.06682,6.59113,10.4468,3795
4.45992,4.87473,6.51305,11.7528,3443
4.41392,5.12977,8.48402,10.4174,5408
4.99845,3.95883,6.55927,11.4747,4205
5.60992,5.11847,8.50588,10.4462,3403
4.30346,5.02599,6.66369,10.3638,4004
5.64929,3.90419,8.40917,10.4027,5254
4.29499,5.07935,8.35654,11.6329,3907
5.48401,3.89718,7.4034,10.9825,4950
4.98015,3.84063,8.50911,10.9466,5854
5.68677,3.85537,8.36419,11.5735,3450
4.46868,5.11568,7.66633,10.9182,3267
5.06606,5.05962,6.51387,11.1592,4645
5.65502,3.82781,6.70217,11.6325,1255
5.061,5.1195,7.69714,10.331,4613
4.43441,3.83658,7.49267,10.9777,3964
4.42309,3.83634,6.57006,10.3895,4877
5.56881,5.11095,7.55277,11.0073,3843
4.33,3.8565,6.70265,11.6519,2537
4.9689,5.01392,8.52378,11.422,3091
5.65733,4.45984,6.488,11.1905,5984
5.0583,3.85415,7.48787,10.3184,5262
4.98027,5.17019,6.54271,10.3691,3176
